alias_id,variant_id,old_variant_id,historical_product_title,historical_variant_title,historical_sku,match_method,is_current_id,source,notes
1161,41157276336203,41157276336203,Don Fulano Anejo,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1162,41157276368971,41157276368971,Don Fulano Blanco,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1163,41157276401739,41157276401739,Don Fulano Reposado,750ML,3015296,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1164,41157276434507,41157276434507,Don Miguel Gascon Malbec,750ML,9019651,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1165,42913398292555,41157276532811,E&J Brandy VSOP,1L,220533,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1166,41157276500043,41157276500043,E&J Brandy VSOP,1.75L,220525,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1167,42913398325323,41318374932555,E&J Brandy VSOP,750ML,220541,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1168,42913398292555,41318374899787,E&J Brandy VSOP,1L,220533,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1169,42913398358091,41318374965323,E&J Brandy VSOP,200ML,220574,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1170,42913398227019,41318374867019,E&J Brandy XO,50ML,9010010,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1171,42913398194251,41157276663883,E&J Brandy XO,750ML,9016328,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1172,41157276631115,41157276631115,E&J Brandy XO,1.75L,9120356,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1173,42913398227019,41157276696651,E&J Brandy XO,50ML,9010010,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1174,42913398194251,41318374834251,E&J Brandy XO,750ML,9016328,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1175,41157276729419,41157276729419,Ecco Domani Pinot Grigio delle Venezie,750ML,9244871,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1176,41157276762187,41157276762187,Estancia Cabernet Sauvignon California,750ML,3016124,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1177,41157276827723,41157276827723,The Simple Grape Pinot Noir,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1178,41157276827723,41157276827723,Estancia Pinot Noir California,750ML,3015895,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1179,41157276926027,41157276926027,Fleur de Mer Rose,750ML,3012297,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1180,41157276958795,41157276958795,Gallo Family Vineyards Cabernet Sauvignon,1.5L,1221928,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1181,42913398030411,41157276991563,Gallo Family Vineyards Cabernet Sauvignon,750ML,1221944,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1182,42913398030411,41318374801483,Gallo Family Vineyards Cabernet Sauvignon,750ML,1221944,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1183,41157277024331,41157277024331,Gallo Family Vineyards Chardonnay,1.5L,1221720,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1184,42913397932107,41157277057099,Gallo Family Vineyards Chardonnay,750ML,1221746,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1185,42913397932107,41318374768715,Gallo Family Vineyards Chardonnay,750ML,1221746,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1186,42913397866571,41318374735947,Gallo Family Vineyards Moscato,750ML,9007515,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1187,42913397866571,41157277122635,Gallo Family Vineyards Moscato,750ML,9007515,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1188,41157277089867,41157277089867,Gallo Family Vineyards Moscato,1.5L,9007514,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1189,42913397801035,41157277188171,Gallo Family Vineyards Pink Moscato California,750ML,9144845,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1190,41157277155403,41157277155403,Gallo Family Vineyards Pink Moscato California,1.5L,9144846,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1191,42913397801035,41318374703179,Gallo Family Vineyards Pink Moscato California,750ML,9144845,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1192,41157277220939,41157277220939,Gallo Family Vineyards Pinot Grigio,1.5L,9018732,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1193,42913397735499,41318374670411,Gallo Family Vineyards Pinot Grigio,750ML,9018731,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1194,42913397735499,41157277253707,Gallo Family Vineyards Pinot Grigio,750ML,9018731,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1195,41157277286475,41157277286475,Gallo Family Vineyards Sweet Peach,1.5L,9252255,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1196,42913397669963,41318374637643,Gallo Family Vineyards Sweet Peach,750ML,9190479,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1197,42913397669963,41157277319243,Gallo Family Vineyards Sweet Peach,750ML,9190479,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1198,41157277352011,41157277352011,Gallo Family Vineyards Sweet Pineapple,1.5L,9252257,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1199,42913397604427,41318374604875,Gallo Family Vineyards Sweet Pineapple,750ML,9190476,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1200,41157277417547,41157277417547,Gallo Family Vineyards Sweet Berry,1.5L,9252254,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1201,42913397538891,41157277450315,Gallo Family Vineyards Sweet Strawberry,750ML,9190478,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1202,41157277417547,41157277417547,Gallo Family Vineyards Sweet Strawberry,1.5L,9252254,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1203,42913397538891,41318374047819,Gallo Family Vineyards Sweet Berry,750ML,9190478,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1204,42913397538891,41318374047819,Gallo Family Vineyards Sweet Strawberry,750ML,9190478,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1205,41716813037643,41716813037643,High Noon Hard Seltzer Black Cherry,4pk-12oz Cans,3002909,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1206,41716813037643,41157277483083,High Noon Hard Seltzer Black Cherry,12oz,3002909,SKU,0,historical_detail_2024-11-01_to_2026-07-22,
1207,41716813004875,41157277515851,High Noon Hard Seltzer Grapefruit,12oz,3002910,SKU,0,historical_detail_2024-11-01_to_2026-07-22,
1208,41716813004875,41716813004875,High Noon Hard Seltzer Grapefruit,4pk-12oz Cans,3002910,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1209,41716812972107,41157277581387,High Noon Hard Seltzer Lemon,12oz,3010387,SKU,0,historical_detail_2024-11-01_to_2026-07-22,
1210,41716812972107,41716812972107,High Noon Hard Seltzer Lemon,4pk-12oz Cans,3010387,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1211,41716812939339,41716812939339,High Noon Hard Seltzer Lime,4pk-12oz Cans,3005352,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1212,41716812939339,41157277614155,High Noon Hard Seltzer Lime,12oz,3005352,SKU,0,historical_detail_2024-11-01_to_2026-07-22,
1213,41716810940491,41157277646923,High Noon Hard Seltzer Mango,12oz,3007471,SKU,0,historical_detail_2024-11-01_to_2026-07-22,
1214,41716810940491,41716810940491,High Noon Hard Seltzer Mango,4pk-12oz Cans,3007471,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1215,41716810907723,41157277679691,High Noon Hard Seltzer Passion Fruit,12oz,3007472,SKU,0,historical_detail_2024-11-01_to_2026-07-22,
1216,41716810907723,41716810907723,High Noon Hard Seltzer Passion Fruit,4pk-12oz Cans,3007472,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1217,41716810874955,41318374015051,High Noon Hard Seltzer Peach,12oz,3005353,SKU,0,historical_detail_2024-11-01_to_2026-07-22,
1218,41716810874955,41157277745227,High Noon Hard Seltzer Peach,12oz,3005353,SKU,0,historical_detail_2024-11-01_to_2026-07-22,
1219,41716810874955,41716810874955,High Noon Hard Seltzer Peach,4pk-12oz Cans,3005353,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1220,41716810842187,41157277810763,High Noon Hard Seltzer Pineapple,12oz,3002911,SKU,0,historical_detail_2024-11-01_to_2026-07-22,
1221,41716810842187,41716810842187,High Noon Hard Seltzer Pineapple,4pk-12oz Cans,3002911,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1222,41716810842187,41318373982283,High Noon Hard Seltzer Pineapple,12oz,3002911,SKU,0,historical_detail_2024-11-01_to_2026-07-22,
1223,41716810612811,41157277843531,High Noon Hard Seltzer Tropical Variety Pack,12oz,3007473,SKU,0,historical_detail_2024-11-01_to_2026-07-22,
1224,41716810612811,41157277843531,High Noon Tropical 8 Pack,12oz,3007473,SKU,0,historical_detail_2024-11-01_to_2026-07-22,
1225,41716810612811,41716810612811,High Noon Tropical Variety Pack,8pk-12oz Cans,3007473,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1226,41716810612811,41716810612811,High Noon Tropical 8 Pack,8pk-12oz Cans,3007473,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1227,41716810612811,41716810612811,High Noon Tropical 8 Pack,4pk-12oz Cans,3007473,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1228,41716810580043,41157278040139,High Noon Hard Seltzer Variety Pack 12Pk,12oz,3004690,SKU,0,historical_detail_2024-11-01_to_2026-07-22,
1229,41716810580043,41716810580043,High Noon Hard Seltzer Variety Pack 12Pk,12pk-12oz Cans,3004690,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1230,41716810580043,41716810580043,High Noon Hard Seltzer Variety,12pk-12oz Cans,3004690,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1231,41716810514507,41716810514507,High Noon Iced Tea Variety 8 PK,8pk-12oz Cans,3015250,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1232,41716810514507,41157278138443,High Noon Vodka Iced Tea Variety Pack,12oz,3015250,SKU,0,historical_detail_2024-11-01_to_2026-07-22,
1233,41716810514507,41157278138443,High Noon Iced Tea Variety 8 PK,12oz,3015250,SKU,0,historical_detail_2024-11-01_to_2026-07-22,
1234,41157278203979,41157278203979,Horse Soldier Small Batch Bourbon,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1235,41157278236747,41157278236747,Horse Soldier Straight Bourbon,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1236,41157278335051,41157278335051,J Vineyards Multi AVA Pinot Noir,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1237,42913397211211,41318373949515,John Barr Reserve Blend Blended Scotch Whisky,1.75L,9240881,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1238,42913397178443,41318373916747,John Barr Reserve Blend Blended Scotch Whisky,1L,9240889,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1239,41157278400587,41157278400587,John Barr Reserve Blend Blended Scotch Whisky,750ML,9240890,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1240,42913397112907,41318373883979,La Marca Prosecco,1.5L,9064479,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1241,42913397047371,41157278531659,La Marca Prosecco,375ML,3004871,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1242,42913397080139,42913397080139,La Marca Prosecco,750ML,9064483,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1243,41318373851211,41157278564427,La Marca Prosecco,187ML,9174974,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1244,42913397047371,42913397047371,La Marca Prosecco,375ML,3004871,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1245,42913397047371,41318373818443,La Marca Prosecco,375ML,3004871,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1246,41318373851211,41318373851211,La Marca Prosecco,187ML,9174974,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1247,42913397112907,41157278597195,La Marca Prosecco,1.5L,9064479,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1248,42913397080139,41157278498891,La Marca Prosecco,750ML,9064483,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1249,42913396981835,41157278662731,La Marca Prosecco Rose,187ML,3015965,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1250,42913396981835,41318373785675,La Marca Prosecco Rose,187ML,3015965,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1251,41157278629963,41157278629963,La Marca Prosecco Rose,750ML,3015712,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1252,41157278695499,41157278695499,Liberty Creek Cabernet Sauvignon American,1.5L,3015894,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1253,41157278728267,41157278728267,Liberty Creek Chardonnay,1.5L,3015958,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1254,41157278761035,41157278761035,Liberty Creek Merlot,1.5L,9012098,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1255,41157278793803,41157278793803,Liberty Creek Moscato,1.5L,3015959,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1256,41157278826571,41157278826571,Liberty Creek Pinot Grigio,1.5L,3015961,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1257,41157278859339,41157278859339,Liberty Creek Pinot Noir American,1.5L,3015947,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1258,41157278892107,41157278892107,Louis M. Martini Cabernet Sauvignon Prati Sonoma County,750ML,3015919,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1259,41157278892107,41157278892107,Louis M. Martini Prati Cabernet,750ML,3015919,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1260,41157278924875,41157278924875,Louis M. Martini Napa Valley Cabernet,750ML,3014645,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1261,42913396785227,41318373752907,Manischewitz Blackberry Kosher,750ML,9044808,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1262,41157279023179,41157279023179,Manischewitz Concord Grape Kosher,1.5L,9044827,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1263,42913396719691,41318373720139,Manischewitz Concord Grape Kosher,750ML,9044829,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1264,41157279088715,41157279088715,Mark West Cabernet Sauvignon California,750ML,3014495,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1265,41157279121483,41157279121483,Mark West Pinot Noir California,750ML,9041055,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1266,41157279154251,41157279154251,Mirassou Vineyards Pinot Noir,750ML,9021226,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1267,41157279187019,41157279187019,New Amsterdam Coconut,1.75L,9166539,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1268,42913396588619,41157279219787,New Amsterdam Coconut,50ML,3014400,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1269,42913396621387,41157279252555,New Amsterdam Coconut,750ML,9163999,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1270,42913396621387,41318373687371,New Amsterdam Coconut,750ML,9163999,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1271,42913396588619,41318373654603,New Amsterdam Coconut,50ML,3014400,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1272,41157279285323,41157279285323,New Amsterdam Flavored Apple,50ML,3014389,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1273,42913396523083,41318373621835,New Amsterdam Grapefruit,750ML,3002359,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1274,42913396457547,41318373589067,New Amsterdam Lemon,750ML,9263831,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1275,41157279383627,41157279383627,New Amsterdam Lemon,1.75L,9263934,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1276,42913396392011,41318373556299,New Amsterdam Mango,750ML,9185690,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1277,42913396359243,41318373523531,New Amsterdam Mango,1.75L,9185687,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1278,42913396359243,41157279481931,New Amsterdam Mango,1.75L,9185687,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1279,41157279449163,41157279449163,New Amsterdam Mango,50ML,3014390,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1280,42913396195403,41318373392459,New Amsterdam Original Vodka,750ML,9137923,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1281,42913396195403,41157279613003,New Amsterdam Original Vodka,750ML,9137923,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1282,42913396260939,41157279547467,New Amsterdam Original Vodka,1.75L,9137929,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1283,42913396129867,42913396129867,New Amsterdam Original Vodka,375ML,9137927,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1284,42913396228171,41318373359691,New Amsterdam Original Vodka,1L,9137928,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
